trade_date,open,high,low,close,vol,pct_chg,SMA5,SMA10,SMA20,SMA60,EMA12,EMA26,DIF,DEA,MACD,BOLL_MID,BOLL_UP,BOLL_DN,BOLL_WIDTH,RSI6,RSI14,K,D,J,WR,BIAS5,BIAS10,VOL_MA5,VOL_MA20,VOL_RATIO,MFI,TR,ATR14
2025-07-29,92.0,92.63,90.81,92.17,294142.08,-0.0108,91.792,90.148,88.3465,,90.08077825986402,,,,,88.3465,93.2033140954637,83.48968590453632,10.994921350508939,77.39130434782614,74.96050552922597,81.61238604692547,79.9173601159556,85.0024379088652,-18.33534378769599,0.41180059264423924,2.2429782136043017,383556.17199999996,267208.89,0.7668813630771142,63.38337436668999,1.8199999999999932,1.9885714285714289
2025-07-30,91.7,91.83,89.74,90.36,310018.59,-1.9638,91.98600000000002,90.47200000000001,88.5595,,90.12373545065417,,,,,88.5595,93.37495964357997,83.74404035642003,10.875083178156991,58.53333333333334,66.41007697690694,68.47075736461696,76.10182586550938,53.20862036283211,-40.16887816646564,-1.7676602961320405,-0.12379520735698224,382250.00800000003,271431.186,0.8110361896970844,61.25416086607013,2.430000000000007,2.1142857142857148
2025-07-31,90.32,92.75,89.46,89.5,461988.52,-0.9517,91.53600000000002,90.54299999999999,88.7225,,90.02777615055354,,,,,88.7225,93.42679087446545,84.01820912553454,10.604504774922836,50.68322981366459,55.2922590837283,54.260740897945205,68.82146420965465,25.13929427452632,-56.852103120759764,-2.2242614927460402,-1.1519388577802725,370182.806,287223.09849999996,1.2480010214196713,50.55503424323339,3.2900000000000063,2.067857142857144
2025-08-01,89.2,90.33,88.02,88.29,274140.33,-1.352,90.5,90.521,88.84700000000001,,89.76042597354531,,,,,88.84700000000001,93.3532581045989,84.34074189540112,10.14386102985781,24.927536231884076,52.910052910052954,37.761128852598446,58.46801909063591,-3.652651623476487,-73.27001356852088,-2.441988950276236,-2.4646214690513744,336585.914,288317.24250000005,0.8144735670667431,45.367675585874636,2.3100000000000023,2.1600000000000015
2025-08-04,87.95,90.63,87.88,90.07,286057.6,2.0161,90.078,90.626,89.07650000000001,,89.80805274684603,,,,,89.07650000000001,93.32065027761124,84.83234972238878,9.529225503047886,25.574712643678055,57.44535519125682,37.738629791577374,51.5582226576164,10.09944405949932,-49.118046132971536,-0.008881191855957921,-0.613510471608602,325269.424,295852.6585,0.8794481709415145,50.85694879984216,2.75,2.260714285714287
2025-08-05,89.85,90.58,89.58,90.0,195679.4,-0.0777,89.64399999999999,90.71799999999999,89.2395,,89.83758309348511,,,,,89.2395,93.35425125551193,85.12474874448809,9.221816024320887,31.010452961672357,60.32998565279771,37.322023991860554,46.81282310236445,18.34042577085276,-50.067842605155974,0.3971264111373977,-0.7914636566061746,305576.888,294753.2045,0.6403606021408269,55.15963902821244,1.0,2.230000000000001
2025-08-06,89.86,91.0,89.53,90.78,267797.87,0.8667,89.72800000000001,90.857,89.486,,89.98257030987202,88.6896153846154,1.2929549252566233,,,89.486,93.32738900317115,85.64461099682886,8.585452480100003,39.32411674347155,57.62452107279694,41.51932982130924,45.04832534201271,34.461338779902306,-50.08605851979338,1.1724322396576234,-0.08474856092540825,297132.74400000006,298987.998,0.9012735062279098,55.03410465497613,1.4699999999999989,2.143571428571429
2025-08-07,90.7,91.7,89.75,90.59,315259.94,-0.2093,89.946,90.741,89.732,,90.07602103143017,88.83038461538463,1.2456364160455422,,,89.732,93.15141577035118,86.31258422964882,7.621396537135423,52.35173824130885,58.0246913580247,43.22745912355789,44.441369935861104,40.79963749895148,-53.3562822719448,0.7159851466435478,-0.16640768781476536,267787.02800000005,305969.022,1.1772786096270502,56.02814212575285,1.9500000000000028,2.1971428571428584
2025-08-08,88.0,88.5,86.66,86.66,584730.5,-4.3382,89.62,90.06,89.65700000000001,,89.55047933428708,88.6696153846154,0.8808639496716779,,,89.65700000000001,93.28125803659033,86.03274196340969,8.0847185085165,32.16080402010043,42.79609279609279,28.818306082371926,39.23368198469804,7.98755427771971,-100.0,-3.3028341887971524,-3.7752609371530155,329905.06200000003,311709.42799999996,1.7724205153299526,47.621263082876915,3.930000000000007,2.3721428571428596
2025-08-11,86.69,87.18,86.22,86.96,279193.14,0.3462,88.998,89.538,89.62899999999999,,89.15194405208906,88.54297720797722,0.6089668441118476,,,89.62899999999999,93.3306007916917,85.92739920830829,8.259828385213945,40.56737588652471,43.62214199759323,22.989641523010555,33.81900183080221,1.3309209074272417,-90.09370816599738,-2.289939099755063,-2.8792244633563437,328532.17000000004,316177.51700000005,0.849819790859446,41.85095860994063,0.960000000000008,2.2942857142857176
2025-08-12,86.95,90.1,86.42,88.52,551552.4,1.7939,88.702,89.173,89.6605,,89.05472189022922,88.54127519257149,0.5134466976577272,,,89.6605,93.31014872138041,86.01085127861958,8.141040305107412,38.65300146412887,47.565752658086154,27.067111704467457,31.568371788690623,18.06459153602112,-69.21017402945117,-0.20518139388063647,-0.7322844358718511,399706.77,333446.479,1.3798925647418983,50.54966554940607,3.6799999999999926,2.42214285714286
2025-08-13,88.01,89.23,88.0,88.66,384304.42,0.1582,88.27799999999999,89.003,89.7375,,88.99399544557856,88.55006962275138,0.4439258228271825,,,89.7375,93.22274634785882,86.25225365214118,7.767647522738698,40.28985507246375,40.12779552715652,32.886590284730104,32.00777795403712,34.64421494611608,-67.3360107095047,0.4327238949681744,-0.3853802680808552,423008.07999999996,342826.2745,0.9085037335457045,49.05076050054864,1.230000000000004,2.231428571428574
2025-08-14,88.69,92.58,88.69,89.46,741492.26,0.9023,88.05199999999999,88.999,89.771,,89.0656884539511,88.61747187291795,0.4482165810331509,,,89.771,93.230686021653,86.311313978347,7.707803236352495,40.46242774566469,36.388323150033905,38.905525598625076,34.307027168899765,48.1025224580757,-56.62650602409644,1.5990551038023004,0.5179833481275055,508254.54399999994,365504.7795,1.458899421074335,51.836869468552,3.9200000000000017,2.319285714285716
